epoch,train_loss,train_acc,test_loss,test_acc
1,1.6923670400272717,0.42267561983471075,1.4798711213198574,0.5253652597402597
2,1.3524345224553889,0.6065082644628099,1.213940284468911,0.6442775974025974
3,1.1666431416164744,0.6647210743801654,1.1264705387028782,0.6442775974025974
4,1.0726997061209245,0.6848657024793388,1.0206289779056201,0.7171266233766234
5,0.9764129010113802,0.7197830578512396,0.9564743041992188,0.7029220779220778
6,0.9287212707779624,0.7310950413223141,0.852649756453254,0.7820616883116883
7,0.8558216745203192,0.7526859504132232,0.8134235604242845,0.7830762987012988
8,0.8396604819731279,0.7489152892561983,0.7788704146038402,0.7869318181818182
9,0.797586960142309,0.7747933884297521,0.7424657182259993,0.804586038961039
10,0.7637273658405651,0.7827995867768596,0.7259434326128527,0.8053977272727273
11,0.7111942128701644,0.809452479338843,0.6511321040717039,0.838676948051948
12,0.6936497536572543,0.7989152892561983,0.6355976137247953,0.8407061688311689
13,0.6822296603159471,0.8014979338842976,0.5999937545169484,0.8518668831168831
14,0.6511758652600375,0.8219524793388431,0.5752501988952811,0.8540990259740261
15,0.6395122517238964,0.8256714876033058,0.575838559053161,0.8597808441558442
16,0.5906729616902091,0.8414772727272727,0.543484397909858,0.8656655844155844
17,0.6021173200824044,0.8282024793388431,0.5256625617092306,0.869926948051948
18,0.5691278793595054,0.8529442148760331,0.5077419104901227,0.8666801948051948
19,0.5780102307146245,0.8418388429752067,0.49841226637363434,0.8798701298701299
20,0.5339188873767853,0.8516012396694215,0.48114029927687213,0.8758116883116883
21,0.5348379736596888,0.8552169421487603,0.47789531404321844,0.8772321428571428
22,0.5233845992521806,0.856611570247934,0.46741111982952466,0.8839285714285715
23,0.498644556240602,0.862603305785124,0.46611870554360474,0.882913961038961
24,0.5098505778746172,0.850103305785124,0.4212458404627713,0.9101055194805194
25,0.49363341331481936,0.8696797520661158,0.41691565920006146,0.9145698051948052
26,0.4871333181858063,0.859400826446281,0.4263032349673184,0.9032061688311689
27,0.4808149679140611,0.8676652892561983,0.42115534164688806,0.9103084415584416
28,0.4614148129116405,0.868853305785124,0.4010220481590791,0.9023944805194806
29,0.4498801583593542,0.8795971074380164,0.38735950128598645,0.9155844155844156
30,0.45250256169926034,0.8758780991735537,0.39816203442486847,0.9099025974025974
31,0.43862432133067736,0.8836260330578513,0.37747268040071835,0.9202516233766235
32,0.43479672589085316,0.8801652892561983,0.36298338120633905,0.9188311688311689
33,0.4110063994472677,0.8957644628099173,0.37047806111249054,0.9151785714285715
34,0.4067080817439339,0.8869834710743801,0.3590836660428481,0.9202516233766235
35,0.3988353948701512,0.8904442148760331,0.3630852137099613,0.9105113636363636
36,0.39743247574025936,0.8901342975206612,0.3359475786035711,0.921672077922078
37,0.38443884497339076,0.8929752066115703,0.3554375699975274,0.9251217532467533
38,0.39072701687162575,0.8943698347107437,0.33076297559521417,0.9271509740259739
39,0.3573500619693236,0.9074896694214877,0.31347658011046325,0.9293831168831169
40,0.36047896932471885,0.9057334710743801,0.31288543275811453,0.9228896103896104
41,0.3806955592198805,0.8943181818181818,0.32642172141508624,0.9228896103896104
42,0.3837285253134641,0.8934917355371901,0.32268051261251623,0.9188311688311689
43,0.35342796634544027,0.9076962809917355,0.32268519564108417,0.9287743506493507
44,0.3539518350904638,0.9063016528925619,0.3167406930164857,0.9237012987012988
45,0.3502802835269408,0.9040289256198346,0.3126190596006133,0.9214691558441558
46,0.33689493130553855,0.9105371900826446,0.3063053305853497,0.9330357142857143
47,0.35136036439375445,0.9049070247933885,0.3005510785362937,0.9328327922077921
48,0.33995895250277086,0.9122933884297522,0.2990737428719347,0.9326298701298701
49,0.3407609739086845,0.9042871900826446,0.29405336014249106,0.9261363636363636
50,0.34098690964958883,0.9088326446280991,0.28280161592093384,0.9393262987012988
